CB NO,RACE,SEX,AGE,STATUTE,STATUTE DESCRIPTION,ARREST DATE,ARREST TIME,ARREST BEAT,STATUTE TAG
18315086,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,1940,313,Possess 2.5g-10g
18315111,WWH,M,47,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2000,2534,Possess 2.5g-10g
18315099,WWH,M,41,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2010,914,Possess 2.5g-10g
18315138,WWH,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Jan-12,2047,1413,Possess <2.5g
18315134,BLK,M,44,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2055,523,Possess 2.5g-10g
18315131,WHI,F,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2105,2524,Possess 2.5g-10g
18315174,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2135,511,Possess 2.5g-10g
18315187,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,7-Jan-12,2220,1324,Possess <2.5g
18315181,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2235,1124,Possess 2.5g-10g
18315188,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2240,1113,Possess 2.5g-10g
18315214,WHI,F,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2315,1432,Possess 2.5g-10g
18315211,BLK,M,43,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2316,1113,Possess 2.5g-10g
18315207,WWH,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,7-Jan-12,2330,1232,Possess 2.5g-10g
18315260,BLK,M,41,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,108,624,Possess 2.5g-10g
18315292,BLK,F,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,220,2532,Possess <2.5g
18315450,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,920,1014,Possess 2.5g-10g
18315483,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1154,2533,Possess 2.5g-10g
18315525,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1236,412,Possess 2.5g-10g
18315512,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,1240,1522,Possess <2.5g
18315516,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1315,1413,Possess 2.5g-10g
18315535,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1348,2222,Possess 2.5g-10g
18315547,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1426,513,Possess 2.5g-10g
18315561,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,1510,513,Possess <2.5g
18315603,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1628,1413,Possess 2.5g-10g
18315640,WWH,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1630,913,Possess 2.5g-10g
18315665,BLK,M,30,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,1810,1125,Possess <2.5g
18315667,WWH,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,1834,823,Possess <2.5g
18315678,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,1835,1522,Possess <2.5g
18315685,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1855,2413,Possess 2.5g-10g
18315703,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1900,2413,Possess 2.5g-10g
18315684,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1910,713,Possess 2.5g-10g
18315729,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,1936,2213,Possess 2.5g-10g
18315715,WHI,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,2005,2511,Possess 2.5g-10g
18315732,BLK,M,39,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,2031,423,Possess 2.5g-10g
18315757,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,2050,322,Possess 2.5g-10g
18315763,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,2100,2412,Possess <2.5g
18315793,WWH,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,2145,1911,Possess <2.5g
18315818,WWH,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,2240,2511,Possess 2.5g-10g
18315824,WWH,F,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,2245,1222,Possess <2.5g
18315820,WWH,F,46,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,8-Jan-12,2250,2522,Possess 2.5g-10g
18315848,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,8-Jan-12,2314,1331,Possess <2.5g
18315874,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,5,2532,Possess 2.5g-10g
18316045,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1030,1532,Possess 2.5g-10g
18316038,BLK,M,31,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1102,733,Possess 2.5g-10g
18316044,WWH,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1127,2531,Possess 2.5g-10g
18316046,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1141,734,Possess 2.5g-10g
18316054,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1145,512,Possess <2.5g
18316064,BLK,M,37,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1218,712,Possess <2.5g
18316083,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1220,623,Possess 2.5g-10g
18316101,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1245,511,Possess <2.5g
18316105,BLK,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1347,1421,Possess <2.5g
18316128,WWH,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1347,1421,Possess <2.5g
18316125,BLK,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1405,621,Possess 2.5g-10g
18316129,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1428,2531,Possess 2.5g-10g
18316168,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1455,1532,Possess 2.5g-10g
18316257,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1750,1115,Possess <2.5g
18316268,BLK,M,36,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1856,713,Possess <2.5g
18316272,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1905,214,Possess 2.5g-10g
18316302,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1925,713,Possess <2.5g
18316355,BLK,M,32,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,1948,823,Possess <2.5g
18316324,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,1950,621,Possess 2.5g-10g
18316332,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,2045,1532,Possess 2.5g-10g
18316344,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,2047,522,Possess 2.5g-10g
18316369,WHI,M,25,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2115,2511,Possess <2.5g
18316363,WWH,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2115,1421,Possess <2.5g
18316420,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,2116,414,Possess 2.5g-10g
18316392,BLK,F,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2121,414,Possess <2.5g
18316388,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2125,2432,Possess <2.5g
18316458,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2231,323,Possess <2.5g
18316455,WWH,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2235,2033,Possess <2.5g
18316464,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2305,732,Possess <2.5g
18316444,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,9-Jan-12,2307,531,Possess 2.5g-10g
18316454,WHI,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,9-Jan-12,2310,1812,Possess <2.5g
18316514,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,100,2022,Possess <2.5g
18316598,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,750,622,Possess 2.5g-10g
18316695,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,835,634,Possess <2.5g
18316627,BLK,F,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,945,933,Possess 2.5g-10g
18316829,WHI,F,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1015,,Possess 2.5g-10g
18316677,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1100,311,Possess <2.5g
18316674,BLK,M,23,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1104,712,Possess <2.5g
18316701,WHI,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1145,2313,Possess <2.5g
18316744,BLK,M,32,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1154,2011,Possess 2.5g-10g
18316722,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1225,713,Possess <2.5g
18316774,WWH,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1330,2524,Possess <2.5g
18316838,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1528,2531,Possess <2.5g
18316850,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1530,831,Possess 2.5g-10g
18316880,BLK,F,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1555,1112,Possess 2.5g-10g
18316921,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1705,831,Possess <2.5g
18316941,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1800,623,Possess 2.5g-10g
18316951,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1822,712,Possess <2.5g
18317024,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1853,221,Possess 2.5g-10g
18317027,WWH,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1913,931,Possess <2.5g
18317038,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1941,1135,Possess 2.5g-10g
18317084,BLK,M,29,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,1950,713,Possess <2.5g
18317060,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,1950,713,Possess 2.5g-10g
18317023,BLK,M,44,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,2000,1532,Possess <2.5g
18317107,WHI,M,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2047,1311,Possess 2.5g-10g
18317136,BLK,M,41,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2132,633,Possess 2.5g-10g
18317150,WHI,F,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,10-Jan-12,2200,1421,Possess <2.5g
18317176,WWH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2220,913,Possess 2.5g-10g
18317178,WWH,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2235,2523,Possess 2.5g-10g
18317200,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2249,634,Possess 2.5g-10g
18317210,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2303,1115,Possess 2.5g-10g
18317212,WHI,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2322,2524,Possess 2.5g-10g
18317224,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,10-Jan-12,2350,1135,Possess 2.5g-10g
18317266,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,106,613,Possess 2.5g-10g
18317295,BLK,M,19,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-Jan-12,210,913,Possess <2.5g
18317420,BLK,M,28,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-Jan-12,1030,623,Possess <2.5g
18317437,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,1100,411,Possess 2.5g-10g
18317538,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,1245,2313,Possess 2.5g-10g
18317570,WWH,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-Jan-12,1420,1723,Possess <2.5g
18317578,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-Jan-12,1434,832,Possess <2.5g
18317710,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,1730,323,Possess 2.5g-10g
18317726,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,1850,2533,Possess 2.5g-10g
18317970,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-Jan-12,2010,511,Possess <2.5g
18317830,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2030,1532,Possess 2.5g-10g
18317857,WHI,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2033,2522,Possess 2.5g-10g
18317847,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-Jan-12,2120,2413,Possess <2.5g
18317864,BLK,M,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,11-Jan-12,2120,2424,Possess <2.5g
18317896,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2200,1133,Possess 2.5g-10g
18317928,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2220,832,Possess 2.5g-10g
18317913,BLK,M,26,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2225,2533,Possess 2.5g-10g
18317953,BLK,M,24,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2230,312,Possess 2.5g-10g
18317937,WWH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2230,912,Possess 2.5g-10g
18317987,BLK,M,37,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2246,211,Possess 2.5g-10g
18317944,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2250,623,Possess 2.5g-10g
18317967,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,11-Jan-12,2315,711,Possess 2.5g-10g
18318001,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,23,621,Possess 2.5g-10g
18317993,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,25,621,Possess 2.5g-10g
18318191,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1108,523,Possess 2.5g-10g
18318208,WBH,M,33,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-Jan-12,1130,1112,Possess <2.5g
18318232,WHI,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-Jan-12,1130,1112,Possess <2.5g
18318270,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1250,312,Possess 2.5g-10g
18318244,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-Jan-12,1255,621,Possess <2.5g
18318264,BLK,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1300,513,Possess 2.5g-10g
18318307,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1340,713,Possess 2.5g-10g
18318308,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1355,713,Possess 2.5g-10g
18318303,WBH,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1425,913,Possess 2.5g-10g
18318328,WHI,M,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1450,912,Possess 2.5g-10g
18318391,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-Jan-12,1700,1513,Possess <2.5g
18318445,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-Jan-12,1903,1533,Possess <2.5g
18318429,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1905,1011,Possess 2.5g-10g
18318514,BLK,M,35,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1945,411,Possess 2.5g-10g
18318465,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,1950,1532,Possess 2.5g-10g
18318479,BLK,F,28,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2000,1135,Possess 2.5g-10g
18318558,BLK,F,29,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2000,624,Possess 2.5g-10g
18318462,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2005,1513,Possess 2.5g-10g
18318502,BLK,M,18,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2042,1123,Possess 2.5g-10g
18318527,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2130,1533,Possess 2.5g-10g
18318536,BLK,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2152,1531,Possess 2.5g-10g
18318560,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2235,1132,Possess 2.5g-10g
18318559,BLK,M,42,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,12-Jan-12,2245,1531,Possess <2.5g
18318568,BLK,M,21,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,12-Jan-12,2320,825,Possess 2.5g-10g
18318649,BLK,M,49,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,915,132,Possess <2.5g
18318681,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,1057,2311,Possess <2.5g
18318737,BLK,M,22,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,1303,423,Possess 2.5g-10g
18318897,BLK,F,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,1619,423,Possess <2.5g
18318858,BLK,M,27,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,1640,1114,Possess <2.5g
18318969,BLK,M,27,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,1850,1011,Possess 2.5g-10g
18318961,BLK,M,43,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,1920,1522,Possess <2.5g
18318975,BLK,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,1953,1532,Possess <2.5g
18318991,BLK,M,22,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2004,823,Possess <2.5g
18319007,BLK,M,34,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2010,421,Possess <2.5g
18319014,WHI,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2015,1723,Possess <2.5g
18319030,BLK,M,19,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,2100,1134,Possess 2.5g-10g
18319040,BLK,M,20,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,2100,1532,Possess 2.5g-10g
18319041,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,2100,1532,Possess 2.5g-10g
18319072,BLK,M,31,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2144,531,Possess <2.5g
18319051,BLK,M,34,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,2145,312,Possess 2.5g-10g
18319095,BLK,M,24,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2150,531,Possess <2.5g
18319100,WWH,M,25,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,2220,913,Possess 2.5g-10g
18319129,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2221,1022,Possess <2.5g
18319081,BLK,M,18,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2230,1522,Possess <2.5g
18319117,BLK,M,33,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,13-Jan-12,2257,1533,Possess 2.5g-10g
18319113,BLK,M,21,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2310,2324,Possess <2.5g
18319155,BLK,M,26,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,13-Jan-12,2343,1115,Possess <2.5g
18319373,BLK,M,47,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-Jan-12,1130,1522,Possess <2.5g
18319363,BLK,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-Jan-12,1135,1522,Possess 2.5g-10g
18319339,BLK,M,30,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-Jan-12,1200,232,Possess 2.5g-10g
18319380,BLK,M,20,720 ILCS 550.0/4-A,CANNABIS - POSSESS LESS THAN 2.5 GRMS,14-Jan-12,1215,714,Possess <2.5g
18319379,WWH,M,23,720 ILCS 550.0/4-B,CANNABIS - POSSESS 2.5-10 GRMS,14-Jan-12,1255,831,Possess 2.5g-10g
